session_duration_minutes,energy_consumed_kwh,voltage_mean,current_mean,temperature_mean,sessions_per_hour,request_rate_per_minute,latency_ms,authentication_status,multiple_failed_auth_attempts,unexpected_command_flag,energy_deviation_from_expected,voltage_spike_flag,abnormal_duration_flag,label
5,3.468577539843668,234.88098902457156,22.637561704968732,37.76006470432496,89,136,815.3358956188699,1,0,0,0.03659931408139155,0,1,1
85,13.153581616377181,221.35336723800003,22.763658190302916,31.60569335004169,1,9,58.805832731415634,1,0,0,-0.3656623034743043,0,0,0
112,112.49906585270381,262.5299173212432,47.45650882427823,36.46298495962491,4,2,45.33736976201729,1,0,0,53.35666401844148,1,0,1
22,24.486701255487542,237.24028964545244,16.309242094681615,36.31563109681993,5,3,88.12297375183405,1,0,0,-0.18955087417437363,0,0,0
75,28.570135166372104,223.08290086356973,30.866232320247406,29.81341029514306,2,5,89.25160290981856,1,0,0,0.2840920016701989,0,0,0
79,35.17149278462597,234.6164192996146,31.111177323108855,32.939843244149486,3,7,49.282261259721224,1,0,0,0.7895447280356038,0,0,0
56,7.987238382752535,222.43002752601836,28.600785373740468,44.42301814736572,4,5,24.65902646562202,1,0,0,-0.048925385107562475,0,0,0
101,18.193055029871765,228.28259505057855,17.209680649868012,36.55782225388177,4,6,94.67305016187639,1,0,0,-0.08584253868464133,0,0,0
55,13.480871223560671,236.8089916327761,28.22792993363808,38.07205905070453,2,5,67.43907910260079,0,18,1,0.05921863854499442,0,0,1
110,6.60097118343795,222.21978938426963,21.670799180688878,37.38345470731673,2,5,29.02724356135075,1,0,0,0.13334989475103617,0,0,0
25,131.52121578557353,286.34987076577886,38.0201335115608,29.00017842225495,5,7,72.3063971062142,1,0,0,25.02450814081208,1,0,1
65,11.320137079456673,226.94686652517686,27.723184809444486,42.721722176270326,5,5,50.72152591719665,1,0,0,0.8684714715096513,0,0,0
33,5.638140393672657,230.20864978008464,29.071582516349388,37.51363824522706,5,2,26.86354279195916,1,0,0,-0.5755123547288669,0,0,0
48,29.278877902352104,234.53341984140647,19.673570572063497,37.75548283691183,2,6,86.07105811414516,1,0,0,0.21054249510990308,0,0,0
37,11.343157315798106,222.42769878844857,28.531174612778017,41.691435805112555,4,10,26.66061264405057,1,0,0,-0.3924149517163166,0,0,0
109,39.43921767859399,225.94475615417235,17.68552775170133,34.323631822551135,2,10,54.66007458472223,1,0,0,-0.1143992539071728,0,0,0
74,28.402512697355085,236.4496112726872,22.065504778750977,29.73866649813297,4,8,37.237032582058404,1,0,0,-0.028027782970098555,0,0,0
20,25.734272463083116,237.16354106314327,17.09533950933725,36.131568570043065,4,6,53.208574148394604,1,0,0,0.044117876942974324,0,0,0
78,12.032679103066977,221.78579049051146,16.010454252180793,31.63233698215668,1,2,61.47197013064521,1,0,0,-0.555752690350562,0,0,0
94,17.369748275595136,235.89031088981497,20.903415488685127,39.40314921861881,5,8,89.34841704216528,1,0,0,-0.81123266544628,0,0,0
22,5.458305980591677,227.44334047675028,22.27933097967168,35.63144305373463,4,10,50.84420011933354,1,0,0,-0.01769503908691255,0,0,0
53,19.326690221026507,225.9983822301397,19.557780875970725,28.79872272915122,5,6,83.9753489602233,1,0,0,0.22573479328189816,0,0,0
95,22.342196067216946,221.6120302751425,31.47256440409834,43.60796840338651,5,2,45.88196909896303,1,0,0,-0.17738426057938209,0,0,0
52,31.53921185751579,239.53600657021317,24.853939035996348,41.99918661006411,2,5,78.94356549681575,1,0,0,0.07045882411737818,0,0,0
108,12.995915946595456,232.07590905898775,18.718096096811763,33.7971127942767,5,9,88.11913453172373,1,0,0,0.13023587453544047,0,0,0
43,15.548225595744972,234.67228761122803,19.60610028810825,41.34815694612219,5,6,66.1749340978647,1,0,0,-0.00240259316364377,0,0,0
52,31.038120240043693,229.76482274043556,23.162774806566695,30.75890685351985,2,10,42.90238896895527,1,0,0,0.7790918153813435,0,0,0
90,86.19656206503099,288.82974789557056,32.07370035622847,39.77610100157373,4,5,94.90742027185823,1,0,0,40.75558126604326,1,0,1
57,36.43106921324954,229.53686936635634,22.169561480213332,42.931493169380204,2,3,30.16820910165923,1,0,0,0.18724278879564282,0,0,0
36,15.862668562325082,237.85046579909692,22.708346578656354,33.29651311042704,2,7,32.751590781712174,1,0,0,-0.23642639648902308,0,0,0
42,14.091382431611418,228.5497937584123,29.415869341488396,25.022241883923748,3,5,85.43707954793229,1,0,0,-0.020126449210414114,0,0,0
44,15.777547955691682,227.71023809473846,19.662007399735984,31.998757071414282,1,10,42.37390852371546,1,0,0,0.30174050515076833,0,0,0
94,22.065945331734632,239.87546205535864,18.548528597591336,38.58786976224852,5,3,32.28948428034809,0,11,1,-1.456067189689558,0,0,1
73,136.9227503099123,262.7496518387966,40.55243834335749,42.691439741165254,1,6,72.3120917095406,1,0,0,44.02959097801573,1,0,1
23,33.79150114797874,228.05746565265275,23.334902786103008,29.621617057489924,5,10,95.66211977970778,1,0,0,-0.07112421431989288,0,0,0
90,7.218123966546871,228.7902337726582,28.322531388113536,43.943229258004955,1,9,86.14942777386896,1,0,0,0.16958878956774212,0,0,0
79,11.008775004690623,233.52935874452726,27.349133255561753,31.144328340425417,1,5,24.186628584053025,1,0,0,-0.6115694072047116,0,0,0
8,4.021784523431192,227.8218448829644,24.04909316211245,26.760120550229047,71,200,947.0870366285915,1,0,0,0.04489248220956581,0,1,1
114,16.895623731882317,222.28191569775868,22.912302841512094,44.545598651328945,4,4,39.82499543255255,1,0,0,0.12270203060290577,0,0,0
91,111.39797845579216,246.940513418887,40.04524933037418,31.90359676591261,1,7,60.256753340123446,1,0,0,23.769722656181024,1,0,1
21,23.640630139305504,239.3164432230644,24.34073676246622,37.22927222451322,5,5,40.45329786654516,1,0,0,-0.013241814144414324,0,0,0
117,17.306794053387204,225.98791176743362,20.296994679258283,42.81316910923685,1,6,38.93065051760071,1,0,0,-1.4264717517998267,0,0,0
2,3.0704615468817535,233.17710808453685,21.11443299608481,36.06855401574136,99,118,751.9714857010899,1,0,0,0.10578241659712397,0,1,1
22,109.93842516234227,260.58693098502056,52.818071001814104,37.906912465012155,3,2,23.01978535739467,1,0,0,44.64443201662884,1,0,1
77,24.769439664191573,236.83997105780122,16.576301092662824,33.06415512266504,3,10,81.97220958344141,1,0,0,0.24308562073293696,0,0,0
116,38.918592054928396,230.66057734492279,27.9741495948197,33.52796713603245,1,5,40.25609306959814,1,0,0,-0.8379705095495508,0,0,0
36,21.924097635197366,229.75255619334422,18.47880497829508,41.237322480207595,2,8,29.79851334802378,1,0,0,0.10220718575070688,0,0,0
41,11.529845841795701,222.3273279577095,27.81755933011729,25.49943324234099,5,3,80.5541476101611,1,0,0,0.19213941749297553,0,0,0
103,6.8138237887849415,228.64995756660264,31.61622117246742,38.56999936585275,1,4,49.165314201589155,1,0,0,-1.1347489322487048,0,0,0
97,7.104981991027483,237.8374428962147,19.528068214970354,40.29301900769747,2,6,81.29256812662223,1,0,0,-0.7868147855208987,0,0,0
106,32.62099335125684,235.64056175340772,22.923666176315272,36.93821381093312,3,7,28.46440198852114,1,0,0,-0.012673637375212184,0,0,0
77,10.623848064084449,238.61190429287834,26.426236167636425,28.213591694236904,3,8,79.24076169746549,1,0,0,-0.10884282975056433,0,0,0
57,17.46338540642462,232.01188666721234,23.556508866607707,35.19708019100915,1,10,71.53704127916943,1,0,0,0.13361597542438142,0,0,0
7,4.059969540218642,237.1577837049248,23.086625568671415,37.97390085066071,83,109,280.4242869534687,1,0,0,0.10678059984462267,0,1,1
22,23.192088199460617,222.85188288163818,21.204649893787966,25.911703158973374,4,8,57.66531354927185,1,0,0,0.7562653511512754,0,0,0
38,21.81774315402401,239.01062105172406,29.37788325131598,37.036134678908944,5,5,38.140689392041274,1,0,0,-0.24551484903899373,0,0,0
27,32.790881624460354,236.03074223765978,20.648072090742726,28.812196661488997,1,5,77.37451576374062,1,0,0,0.1460986474416704,0,0,0
108,25.36899906700396,228.69191921717425,30.33079644190046,33.01408333668933,2,10,32.522337073259294,1,0,0,0.2014722867518016,0,0,0
105,20.218956851131118,229.929223047106,24.076729572872452,34.00117278852451,2,7,66.15488986758717,1,0,0,0.6479135358863459,0,0,0
106,34.01091780589133,226.91754921475714,31.93852277598046,41.84330753300762,3,4,68.1349286896372,1,0,0,-0.2820574003057973,0,0,0
57,16.79135271198874,239.10121022969977,28.027951878333447,44.01065641908818,1,3,35.9657292716751,1,0,0,-0.48519199087562664,0,0,0
49,32.914568522301586,232.03846862030264,24.124881023340464,42.665472028524476,2,6,69.5297120037357,1,0,0,-0.7130568585715523,0,0,0
38,14.296001490604713,221.66928169978766,19.974020165916805,27.86562917405282,4,3,64.95015649932105,1,0,0,0.5265000136493706,0,0,0
102,11.374127049104475,236.42396565100452,28.848033151325396,25.441322973645818,5,7,23.022760527654373,1,0,0,0.8637760213103408,0,0,0
116,35.553104255674285,238.12509161042072,20.007486380679985,40.20321859580318,1,3,49.63931496476114,1,0,0,0.2402593390541122,0,0,0
7,4.966502320774044,233.28251478566702,29.53191805321221,42.449256301673486,52,182,416.77056629697563,1,0,0,-0.2252315754418627,0,1,1
71,13.073443410121554,225.7427591616915,19.016649691988018,31.639430094716907,1,4,47.650162962892715,1,0,0,-0.17229326786731672,0,0,0
112,27.348408168242994,229.3753593092901,30.25368855973035,39.60443435514499,4,10,28.84345330468644,1,0,0,0.33481131619014204,0,0,0
62,10.726833741708422,220.3601311120091,18.868052091828492,35.88689775268642,4,1,88.04641578452795,1,0,0,-0.228052424874883,0,0,0
45,7.998038735875069,225.68548185855033,21.954772083950353,33.106507212939064,4,6,27.74549847897749,1,0,0,-0.06025409838294823,0,0,0
81,25.32059225973152,238.561672806521,28.17612677592627,43.6749884600294,5,10,35.932551807765364,1,0,0,0.15649815226741423,0,0,0
6,4.153074927295354,231.9872710347653,25.175993358963456,34.247228944954784,28,158,791.0224231348782,1,0,0,-0.00863661902408644,0,1,1
105,29.2881955563485,220.7685269792465,16.799664458554858,32.9903756917387,3,10,63.244214031113934,1,0,0,-0.6014015973226665,0,0,0
63,32.81833420624753,239.25620714148053,27.103193448162507,29.674815840734887,5,1,64.04362404959964,1,0,0,-0.5198169714123898,0,0,0
44,27.10460770323822,229.72000987595206,20.224991755099502,35.468027418440165,4,9,44.80272192099601,1,0,0,-1.1631807798695988,0,0,0
61,112.55247273114709,264.12938291063807,44.748915481733995,40.32051799038593,5,3,72.73956296406976,1,0,0,21.57807811690766,1,0,1
109,24.522419607950873,236.8542380432111,28.734822194296036,31.049326349229393,4,7,85.01863234437435,1,0,0,0.15450346638717413,0,0,0
74,8.730756060779676,232.46811916318882,26.175045229227372,44.93052617597238,2,10,63.01537028727772,1,0,0,0.5392153720993553,0,0,0
39,15.053364707892861,226.60430129742994,26.816420608840758,41.93774448857906,2,9,52.847895779061325,1,0,0,-0.7208225732554067,0,0,0
120,35.401810878446376,235.8915655740038,22.65240165637315,38.51325804414146,5,8,38.8452747675601,1,0,0,-0.27535839405928764,0,0,0
22,32.38349194203957,230.86049167915326,18.71565485723077,42.59202993423524,4,10,50.64470451368028,1,0,0,-0.2644612511926551,0,0,0
64,16.36050404650946,229.25351210130788,25.33105286843356,29.202143858247034,5,5,95.46480894993198,1,0,0,0.3270640010855461,0,0,0
48,27.369197823542514,226.27933434754706,29.830931949893824,28.580632748831675,5,1,48.05141531657175,1,0,0,-0.4608265598891312,0,0,0
64,17.41177551742718,223.2941270686459,20.01428873105764,38.47677796540009,3,9,41.41347497554381,1,0,0,0.6357620738269694,0,0,0
118,18.687853782811622,237.15124675322568,22.917539622453557,26.423113577558194,2,7,74.18405490685275,1,0,0,0.45133014469124283,0,0,0
95,31.02278897020627,236.8289510616952,24.042099882082088,32.599581579307895,2,5,95.0758112328326,1,0,0,-0.362384229122737,0,0,0
35,95.03145875850943,263.91012172823883,54.652967406729566,43.60702354266135,2,9,38.39691323208274,1,0,0,35.66666171515236,1,0,1
104,23.018607387539156,235.77970319841586,19.003558491076035,41.78293216141505,1,3,20.567722599590972,1,0,0,-0.21984997546790438,0,0,0
59,18.73557875979224,228.99569297642645,31.86124642502753,38.23827265274023,2,7,73.65818603540806,1,0,0,-0.8492848553114666,0,0,0
43,25.90945857596079,228.6803873234775,30.926797801114752,29.67625666186128,4,6,99.8848645268503,1,0,0,0.5497435126665406,0,0,0
66,16.65506695703693,226.32540299458614,21.87825165915313,29.97079641854852,4,2,64.79124254766283,1,0,0,0.6422953593425695,0,0,0
120,35.748044645547175,238.18909221874483,25.755158802441855,29.166307800170358,2,1,36.41497143238456,1,0,0,-0.8992069606789074,0,0,0
54,13.912422916731735,232.3917590979566,16.280837813866064,30.632320842112634,4,10,36.60091963079032,1,0,0,-0.3381665757221251,0,0,0
34,16.462407326227012,232.4717137600552,26.306387543614655,34.32598825879637,5,6,32.112835514886804,1,0,0,-0.27173655362677157,0,0,0
23,13.484340634527808,222.92747984324498,23.425522551256062,29.688512000230293,2,10,71.05795320324891,1,0,0,1.5449448038431925,0,0,0
68,29.32436601442899,222.08449605616696,20.05235813636344,37.97530772318772,2,5,53.30279428354838,1,0,0,0.358539518498082,0,0,0
48,23.283064238838037,237.7275276924879,19.94364655322778,40.53536542700146,4,5,76.95623904524403,0,9,1,0.1208002617928331,0,0,1
2,2.815431635893901,223.28785368656827,16.20410367531889,36.136242862814804,53,187,274.42429979271657,1,0,0,0.4715257233033977,0,1,1
73,21.222291533020034,237.31154291249103,30.17749496501133,27.663642513350467,3,9,25.95427347508125,1,0,0,-1.4946965105816068,0,0,0
42,16.080872194442634,232.928034733316,19.767542672174034,33.182875758352445,2,6,88.58622588268423,0,13,1,-0.0987095887588206,0,0,1
79,13.127444330138605,228.32307996359523,25.958618265055946,25.137559244392985,2,6,69.44823724493574,1,0,0,0.08425670116671462,0,0,0
38,29.229679758124835,228.9947968490108,30.49739296770017,32.22149452682074,1,6,79.16505984890145,1,0,0,-0.019636653475787646,0,0,0
69,7.112322939669733,228.22042150531092,28.3649531726454,35.325665983953485,2,7,91.69889993169065,1,0,0,-0.633448356463297,0,0,0
70,8.35000944320566,232.80952084351688,21.94347620199003,31.251960498166003,4,9,28.316750072991166,1,0,0,-0.33566211513424116,0,0,0
38,14.079820170095237,226.5386323267616,20.867179514180492,36.46084401238031,2,4,35.58723933242913,1,0,0,0.4476026175093124,0,0,0
8,1.3926497672371523,222.81306678467334,31.687532764529138,31.80769675355098,100,115,359.5046552085016,1,0,0,0.2976138859171011,0,1,1
24,35.512424830727056,232.15810428181408,28.264240792521356,38.4450137458839,4,8,45.6047651346866,1,0,0,-0.018157966707960004,0,0,0
96,37.39352625764133,225.08435658133376,28.311766197049394,34.44561928657602,3,5,83.92587355889569,0,10,1,0.4048841541727355,0,0,1
102,24.587703922041992,229.44986710013026,29.67958431298359,29.176618709891798,4,6,92.76693560430219,1,0,0,0.3119479715382883,0,0,0
78,29.09408387497076,234.5587861394753,16.82669954652738,26.907218425460073,3,9,34.7050311585452,1,0,0,0.05467028817045454,0,0,0
68,37.583204342744224,222.7839340269139,18.677712515788496,26.19234650689318,2,8,42.743063127636745,1,0,0,0.2505856322443341,0,0,0
101,28.340249014113652,225.76810875637491,23.076700887218166,43.44868567312249,5,7,36.65854468865716,1,0,0,-0.6343459884215865,0,0,0
33,38.943736577749064,234.1117172528765,16.623669130578087,26.96015369561482,2,8,43.85202850212445,1,0,0,-0.589770529290364,0,0,0
83,28.730565339567224,234.20485597246622,25.351182556118815,26.88837795320962,2,3,38.458767216564304,1,0,0,0.29127252725158864,0,0,0
96,35.94722621719427,238.9537605192894,24.08814016623782,42.723425881119866,3,10,95.60979589959095,1,0,0,-0.0006339267437484682,0,0,0
36,24.165733165380768,229.87093160680237,27.340250483666466,27.486916828617407,3,7,31.951951076301786,1,0,0,-0.6927046959090647,0,0,0
61,8.65987441170401,220.7344272500164,17.18568676119787,28.028910438707147,4,6,47.217839556100564,1,0,0,0.45399957809122865,0,0,0
45,11.135602982518087,227.54636107926385,19.99470324384368,43.90048129161137,1,4,49.52141859289382,1,0,0,-0.24492097100320298,0,0,0
72,9.645051391507113,225.61366431031948,30.03760725012542,26.585605692623837,5,1,34.37209743642735,1,0,0,-0.29983182717949947,0,0,0
82,33.10590642414322,220.17726570226938,31.48418344431299,36.442459274444126,5,4,40.933709331000514,1,0,0,-0.6211246157345613,0,0,0
47,31.68605400092417,234.747141547756,24.47455558312992,36.92163910476612,2,7,72.07773961748356,1,0,0,-0.42145278216215504,0,0,0
71,23.653522529296737,224.93647738403806,21.9927718940733,34.72347308209766,2,8,60.15484646246885,1,0,0,0.12340465909042629,0,0,0
63,13.0876178805825,233.7777060410018,21.3050351850751,35.04854574332753,1,10,69.23431320263413,1,0,0,0.895835355261767,0,0,0
105,28.804927011610513,236.51956425416165,22.841621339253397,32.13192351972411,4,2,84.58093194610004,1,0,0,0.710791428336337,0,0,0
70,29.75335220096895,239.1300279659896,28.681521860614133,30.92715227026577,3,4,79.30469666806098,1,0,0,-0.6292074152824604,0,0,0
79,39.383251591801226,226.0935827819608,20.598553543449277,30.620995003337782,1,3,33.918191961744284,1,0,0,0.2837443605649893,0,0,0
91,11.2312588404413,228.78809979388905,30.694822914326537,34.51192383644017,5,10,80.95475005944778,1,0,0,-0.3374392482150588,0,0,0
118,9.593570718883566,221.27281818573286,24.00180403322603,30.017581997814005,2,5,98.0195628227167,1,0,0,-0.3457061021382024,0,0,0
4,3.465103029381354,225.68208298454866,20.193807552268744,44.601038859529694,76,200,776.7145752416782,1,0,0,-0.18194689475446152,0,1,1
84,28.054772142530663,232.72802740366814,18.245192291096238,26.722642781273606,2,8,41.000823238653254,1,0,0,-0.4621094819900077,0,0,0
24,16.943673966915473,239.12094287223866,16.480416085270285,25.12928715579421,4,10,79.0636408382646,1,0,0,0.2516301132627527,0,0,0
74,19.385996443234667,225.99131355907747,23.805349096704198,38.58133208991275,1,3,32.974669792630195,1,0,0,-1.1151602123865143,0,0,0
48,34.59692050402566,229.83622644644913,16.5610391842995,34.47839521822384,4,3,64.54149759179926,0,7,1,0.0495477875915538,0,0,1
62,39.46944196368171,233.20605439402675,19.95744505310533,38.84022511893309,4,2,64.58014666547285,1,0,0,-0.4479979265848929,0,0,0
69,33.72195876966629,225.57427430282297,16.42155731510268,29.16767358017651,1,4,56.82697852821882,0,6,1,0.10520235698565966,0,0,1
34,11.52533917504891,232.69164835100608,17.630289613966987,26.631974400096766,1,4,25.060272711894367,1,0,0,-0.21979013778112022,0,0,0
81,12.861168802899368,239.59940658717701,23.694242345648142,32.619825473367996,4,2,46.325902356858236,1,0,0,-0.7235867968705338,0,0,0
79,17.254384070835552,227.9194094532491,22.93732468212183,25.557044816421488,5,8,88.69959748236641,1,0,0,-0.7412070705294364,0,0,0
66,33.55415937467163,222.81423056097518,26.203011950334968,36.278391335112474,1,10,49.81257039153178,1,0,0,-0.9611570527269828,0,0,0
120,8.044536596899356,232.69342546507883,26.765946697569277,38.59266364790287,4,9,50.316472785000606,1,0,0,-0.00815860617301141,0,0,0
79,127.02213883342384,284.4961811842325,52.60619097424848,28.968202023871253,3,1,53.33992484992425,1,0,0,54.98807937306849,1,0,1
51,100.17483779136742,252.32209108139912,41.86811648308756,44.72764343257784,5,7,70.84747856065498,1,0,0,40.52566006053108,1,0,1
27,13.176271286746848,230.38771719007875,25.76011867327177,38.52967499041209,5,9,91.70053731772632,1,0,0,-0.4116480346288547,0,0,0
63,29.824520408443455,238.75975730918995,26.351147333396888,32.79098328963045,2,6,79.54694742573601,0,8,1,-0.27975410947748713,0,0,1
20,5.643673679161336,225.3964144025643,28.490107478808916,33.34386837129153,2,7,87.64086486724483,1,0,0,-0.6184994506810313,0,0,0
40,9.78865208216365,221.37916032712843,20.956605747345588,32.89144630637848,3,4,90.50064542104093,1,0,0,0.49794670779462247,0,0,0
20,37.80299705327579,238.76609636896964,24.56886103807476,37.64792512931017,3,1,32.77995681871553,1,0,0,-0.6127442396094133,0,0,0
108,21.82053020643268,223.74823888195164,24.34318438667008,38.30111978013262,1,6,88.56232226644623,1,0,0,-0.6852795210335048,0,0,0
73,30.36683700350665,223.0249365746987,31.68589985507496,40.876362078160795,5,1,22.907259865299395,1,0,0,0.35165653072879594,0,0,0
39,36.24350988769412,224.04961120330475,16.874150720015557,34.68041145018808,5,10,58.59944484221303,1,0,0,-0.6700284451804047,0,0,0
111,16.78114973678722,226.2363226617052,18.008803436202456,31.35099400515177,3,7,87.49444237319821,1,0,0,-0.10465830831075003,0,0,0
